Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	22.727272727272727	11.987424540218719	-inf	44	0.982	0.0005	2.2639698452419705e-05
2000	21.684782608695652	9.91368109124093	-inf	92	0.964	0.0005	0.0006651534636815389
3000	21.27	10.232160084752389	22.53	138	0.946	0.0005	0.0008700020445717706
4000	22.71	13.369588624935323	22.88	179	0.9279999999999999	0.0005	0.00109196404616038
5000	22.73	14.286255632600167	22.88	224	0.91	0.0005	0.001324032677544488
6000	24.84	14.21317698475608	25.26	261	0.892	0.0005	0.0015331830581029257
7000	25.2	13.159027319676785	25.63	301	0.874	0.0005	0.0017718938986460368
8000	28.77	21.667420243305386	29.33	327	0.856	0.0005	0.002021172245343526
9000	31.12	24.175723360429156	31.72	355	0.838	0.0005	0.002277851700782776
10000	33.62	26.41544245323178	34.15	387	0.82	0.0005	0.0025450825691223145
11000	32.56	22.021952683629124	34.89	416	0.802	0.0005	0.0028123066822687785
12000	30.59	21.671222854283048	34.89	452	0.784	0.0005	0.0030893535084194606
13000	31.23	20.063327241512063	34.89	481	0.766	0.0005	0.00336617648601532
14000	34.87	24.76798538436261	35.25	501	0.748	0.0005	0.0036484635538525053
15000	38.16	30.067829984885844	38.65	519	0.73	0.0005	0.0039348552624384565
16000	43.93	31.817056746342832	43.93	538	0.712	0.0005	0.004226028654310438
17000	47.39	33.45292064977287	47.75	556	0.694	0.0005	0.004536320832040574
18000	51.02	35.21022010723591	51.02	575	0.6759999999999999	0.0005	0.0048310397730933295
19000	55.49	37.69655024004185	55.49	592	0.6579999999999999	0.0005	0.005131076640552945
20000	57.4	40.73720658071685	58.13	606	0.6399999999999999	0.0005	0.00543081263701121
21000	61.03	42.84400891606667	61.4	616	0.622	0.0005	0.00573525587717692
22000	63.88	45.8849169117696	63.88	632	0.604	0.0005	0.006036711931228638
23000	66.13	46.655901020128205	66.25	646	0.586	0.0005	0.0063350865576002335
24000	71.25	50.5053215017982	71.63	653	0.5680000000000001	0.0005	0.006659867631064521
25000	75.55	55.05004541324194	75.55	663	0.55	0.0005	0.006989756888813443
26000	82.84	57.85960940068642	82.84	670	0.532	0.0005	0.007323236796591017
27000	88.51	60.90870134882208	88.57	676	0.514	0.0005	0.007671579851044549
28000	96.49	62.19043254392109	96.49	683	0.4959999999999999	0.0005	0.008008262515068055
29000	103.4	64.41102390119256	103.4	689	0.478	0.0005	0.00834992508093516
30000	106.37	64.44046166811657	106.37	694	0.45999999999999996	0.0005	0.008699351747830708
31000	112.01	66.33061058063615	112.01	701	0.44199999999999995	0.0005	0.009060965842670864
32000	118.21	65.90239676976856	118.95	707	0.42399999999999993	0.0005	0.009447148177358838
33000	123.53	65.65949360145873	123.53	713	0.4059999999999999	0.0005	0.009823546806971232
34000	126.83	65.19694087915474	126.83	719	0.3879999999999999	0.0005	0.010192412667804294
35000	134.44	63.544208233323666	134.44	727	0.37	0.0005	0.010582900245984395
36000	139.16	63.049618555547184	139.16	732	0.352	0.0005	0.010986544953452216
37000	146.37	59.72146264116444	146.37	737	0.33399999999999996	0.0005	0.01140394025378757
38000	151.52	58.21021903411806	151.52	743	0.31599999999999995	0.0005	0.011789313952128093
39000	156.55	56.346317537173626	156.55	748	0.29799999999999993	0.0005	0.012161075472831726
40000	158.51	54.26186414048083	158.64	754	0.2799999999999999	0.0005	0.012565589216020372
41000	162.86	52.05766418117509	162.86	759	0.262	0.0005	0.012981359892421298
42000	166.52	47.97822005868913	166.59	765	0.244	0.0005	0.0134276901351081
43000	169.88	45.428026591521665	169.88	770	0.22599999999999998	0.0005	0.013868258463011847
44000	171.08	45.03280581975766	171.08	776	0.20799999999999996	0.0005	0.01434127926826477
45000	174.43	43.664460376832785	174.43	781	0.18999999999999995	0.0005	0.014794641931851704
46000	175.69	42.35957860980206	175.69	786	0.17199999999999993	0.0005	0.015321594211790296
47000	176.67	42.17109318004456	176.67	791	0.15400000000000003	0.0005	0.01580245746506585
48000	178.95	38.95391507923177	178.95	796	0.136	0.0005	0.016240922146373325
49000	179.91	38.85822821488392	179.91	801	0.118	0.0005	0.016678499976793926
50000	181.23	38.68846210435354	181.23	806	0.1	0.0005	0.017155544228023952
