Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
60000	190.33	11.56983578102991	190.33	919	0.084	0.0005	0.017750110493765937
61000	190.76	11.123956130801668	190.76	924	0.0824	0.0005	0.018072508970896402
62000	191.79	10.444419562618116	191.79	929	0.08080000000000001	0.0005	0.018407378792762757
63000	192.52	10.263995323459573	192.52	934	0.0792	0.0005	0.018747001687685647
64000	192.82	10.528418684683851	192.82	939	0.0776	0.0005	0.019089069101545546
65000	192.65	11.414354997107807	192.89	945	0.07600000000000001	0.0005	0.019419778055614897
66000	192.74	13.487490500460048	193.25	950	0.07440000000000001	0.0005	0.01975439793533749
67000	192.54	14.494426515043637	193.25	956	0.0728	0.0005	0.020096943312221102
68000	191.88	15.365728098596563	193.25	961	0.07120000000000001	0.0005	0.0204345483912362
69000	191.5	15.761027885261798	193.25	967	0.06960000000000001	0.0005	0.020770261022779676
70000	191.25	16.24707666012566	193.25	972	0.068	0.0005	0.021101004679997763
71000	190.18	16.828772979632237	193.25	978	0.06640000000000001	0.0005	0.021437464356422423
72000	190.18	16.828772979632237	193.25	983	0.0648	0.0005	0.021767715679274664
73000	189.91	16.981221981942287	193.25	988	0.0632	0.0005	0.022101180818345813
74000	189.7	17.28959224504731	193.25	993	0.06160000000000001	0.0005	0.022442632781134713
75000	188.2	18.69277935460642	193.25	999	0.060000000000000005	0.0005	0.022784105406867133
76000	187.35	19.06692161834206	193.25	1005	0.0584	0.0005	0.0231188925769594
77000	187.74	19.077536528598234	193.25	1010	0.0568	0.0005	0.023466222021314834
78000	186.54	19.851156137615764	193.25	1015	0.0552	0.0005	0.023804813888337877
79000	186.15	19.928058109108374	193.25	1021	0.05360000000000001	0.0005	0.024146636062198214
80000	185.74	20.186440993894887	193.25	1026	0.052000000000000005	0.0005	0.02449001000987159
81000	185.8	20.219792283799553	193.25	1031	0.05040000000000001	0.0005	0.02483320282565223
82000	184.99	21.935129359089725	193.25	1037	0.0488	0.0005	0.0251790585120519
83000	185.53	21.77634266813415	193.25	1042	0.0472	0.0005	0.02551432834731208
84000	184.87	21.8950473851965	193.25	1047	0.0456	0.0005	0.025857318772210015
85000	186.56	20.077509805750314	193.25	1053	0.04400000000000001	0.0005	0.026197517249319287
86000	187.09	19.798532773920396	193.25	1058	0.04240000000000001	0.0005	0.026541701952616372
87000	186.47	19.99422666671557	193.25	1063	0.0408	0.0005	0.02689085370964474
88000	185.87	20.89624607435508	193.25	1069	0.039200000000000006	0.0005	0.027233647439214918
89000	186.2	20.677040407176268	193.25	1074	0.0376	0.0005	0.027570218245188394
90000	186.83	20.46365314405031	193.25	1079	0.036000000000000004	0.0005	0.027923649880621168
91000	186.63	20.400321075904664	193.25	1084	0.034400000000000014	0.0005	0.028265069325764974
92000	185.47	21.76256188963055	193.25	1090	0.03280000000000001	0.0005	0.028615794049368964
93000	186.08	21.64378894740937	193.25	1095	0.031200000000000006	0.0005	0.02896679361661275
94000	187.49	20.565745792457903	193.25	1100	0.0296	0.0005	0.02930949608484904
95000	187.47	20.599735435194308	193.25	1106	0.027999999999999997	0.0005	0.029666974941889444
96000	186.98	20.318946823100845	193.25	1111	0.026400000000000007	0.0005	0.030015997025701735
97000	187.06	20.158283657097396	193.25	1117	0.024800000000000003	0.0005	0.030367204944292705
98000	178.78	40.741767266528825	193.25	1127	0.023200000000000012	0.0005	0.030718720687760246
99000	177.74	40.59522632034461	193.25	1132	0.021600000000000008	0.0005	0.031064150267177158
100000	178.5	39.810425770142174	193.25	1137	0.02	0.0005	0.0314246744579739
