Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	22.636363636363637	9.735340749256403	-inf	44	0.982	0.0005	2.2679037517971464e-05
2000	22.896551724137932	10.204838251612689	-inf	87	0.964	0.0005	0.0006447678804397583
3000	23.15	11.164564478742554	23.15	129	0.946	0.0005	0.0008567585547765096
4000	23.12	12.33067719146033	23.75	174	0.9279999999999999	0.0005	0.0010858648353152805
5000	22.17	10.478602005992975	23.75	220	0.91	0.0005	0.0012935968902375963
6000	22.1	11.219180005686692	23.75	267	0.892	0.0005	0.0015211981534957886
7000	23.22	13.582768495413593	23.75	307	0.874	0.0005	0.0017693083153830635
8000	23.62	14.125707061949148	24.04	352	0.856	0.0005	0.0020287352138095432
9000	22.46	10.599452816065554	24.04	394	0.838	0.0005	0.002258457144101461
10000	25.36	13.803274973715478	25.36	426	0.82	0.0005	0.002509492834409078
11000	28.68	18.726921797241534	28.68	458	0.802	0.0005	0.0027542600366804336
12000	33.08	21.66133883212208	33.26	485	0.784	0.0005	0.0030059470070732965
13000	35.39	21.724592056008785	35.55	509	0.766	0.0005	0.0032497753699620565
14000	37.18	23.803940850203773	37.66	534	0.748	0.0005	0.003503643406762017
15000	40.03	28.43605282031949	41.26	557	0.73	0.0005	0.0037706035375595095
16000	42.24	30.61343495918091	42.36	577	0.712	0.0005	0.0040222462018330895
17000	46.03	34.315435302499075	46.44	595	0.694	0.0005	0.00426249729262458
18000	47.95	37.43537765269639	47.95	615	0.6759999999999999	0.0005	0.004508436587121752
19000	51.36	38.88612091736587	51.44	631	0.6579999999999999	0.0005	0.004750881459977892
20000	53.17	39.449728769663295	53.63	645	0.6399999999999999	0.0005	0.005003210835986667
21000	60.92	44.17933453550427	60.92	655	0.622	0.0005	0.005270934104919434
22000	61.7	44.170238849252335	63.27	673	0.604	0.0005	0.005536415841844347
23000	63.18	47.28707645858432	64.59	687	0.586	0.0005	0.005815889636675516
24000	65.93	46.730986507883614	68.01	701	0.5680000000000001	0.0005	0.006089892122480604
25000	72.48	50.3246420752299	72.48	710	0.55	0.0005	0.00637362519900004
26000	76.1	53.09227815793932	76.1	719	0.532	0.0005	0.0066562046607335406
27000	80.91	56.70451392966877	82.01	729	0.514	0.0005	0.0069237556060155235
28000	84.12	58.83609096464516	84.12	736	0.4959999999999999	0.0005	0.007260953982671102
29000	90.14	61.948853096728115	90.14	744	0.478	0.0005	0.007537121574083964
30000	93.17	63.054271068659574	93.17	751	0.45999999999999996	0.0005	0.0078104500638114084
31000	96.97	64.55562794985423	96.97	757	0.44199999999999995	0.0005	0.008108022345436944
32000	105.21	64.94463719199607	105.21	764	0.42399999999999993	0.0005	0.008416775266329448
33000	110.76	65.72261711161539	110.76	770	0.4059999999999999	0.0005	0.008726126485400729
34000	115.87	66.35038131013266	115.87	777	0.3879999999999999	0.0005	0.009037557442982992
35000	123.16	64.24371097625043	123.16	783	0.37	0.0005	0.009353518221113417
36000	128.63	63.61723901585167	128.63	788	0.352	0.0005	0.009657489988538954
37000	134.31	61.915861457303485	134.31	794	0.33399999999999996	0.0005	0.009980014297697279
38000	139.62	60.473263513721506	139.62	800	0.31599999999999995	0.0005	0.010326813989215427
39000	143.88	58.58844254629064	143.88	806	0.29799999999999993	0.0005	0.010651411083009509
40000	146.67	57.965516473158424	146.67	812	0.2799999999999999	0.0005	0.010968753165668912
41000	149.83	55.78710514088358	149.88	819	0.262	0.0005	0.01130609346760644
42000	152.68	53.962001445461595	152.79	824	0.244	0.0005	0.011649292045169407
43000	157.39	48.81882731078246	157.68	830	0.22599999999999998	0.0005	0.011970741550127666
44000	161.19	45.70441882356672	161.19	835	0.20799999999999996	0.0005	0.012281766600079007
45000	164.97	42.2614375051299	164.97	841	0.18999999999999995	0.0005	0.012609889176156786
46000	166.3	40.247111697611295	166.53	846	0.17199999999999993	0.0005	0.012940909398926628
47000	168.72	38.00317881440972	168.8	852	0.15400000000000003	0.0005	0.013297643661499024
48000	170.44	36.07002079289669	170.44	857	0.136	0.0005	0.013691032396422493
49000	172.14	35.9663787445998	172.14	862	0.118	0.0005	0.01404690013991462
50000	174.89	32.56712913352972	174.89	867	0.1	0.0005	0.014401306311289469
51000	176.54	30.297663276233035	176.74	873	0.0984	0.0005	0.014745832946565417
52000	178.02	29.232851383332417	178.02	878	0.09680000000000001	0.0005	0.01507504681746165
53000	179.79	28.728833947795373	179.79	883	0.0952	0.0005	0.015414500832557678
54000	180.49	28.795310382074373	180.49	888	0.0936	0.0005	0.015731540388531154
55000	181.48	28.584779166542457	181.48	893	0.092	0.0005	0.016065285470750597
56000	183.57	24.067511296351352	183.57	898	0.09040000000000001	0.0005	0.016404367950227525
57000	184.84	23.922675435661453	184.84	903	0.0888	0.0005	0.0167417754067315
58000	185.1	23.96226199673144	185.29	908	0.0872	0.0005	0.01707859151893192
59000	187.42	19.445400484433332	187.54	914	0.08560000000000001	0.0005	0.017411524719662137
