Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	22.522727272727273	10.798755476197742	-inf	44	0.982	0.0005	2.3370650079515245e-05
2000	23.458823529411763	11.122370611865156	-inf	85	0.964	0.0005	0.0006804821226331923
3000	21.69	11.241614652708924	23.14	136	0.946	0.0005	0.0009081694814893934
4000	21.61	12.613401603056964	23.14	177	0.9279999999999999	0.0005	0.0011403559976153903
5000	23.38	12.565651594724404	23.42	218	0.91	0.0005	0.0013730039861467149
6000	25.16	14.297356398999082	25.16	257	0.892	0.0005	0.001637030839920044
7000	23.41	12.39765703671464	25.3	305	0.874	0.0005	0.0019088807370927598
8000	24.37	14.260192845820844	25.3	343	0.856	0.0005	0.0021723351875940957
9000	26.06	15.062416804749494	26.06	377	0.838	0.0005	0.002437562346458435
10000	29.65	16.441639212681928	29.65	407	0.82	0.0005	0.0027072513765758937
11000	31.98	17.887414570026603	32.54	436	0.802	0.0005	0.0029667672183778552
12000	33.46	18.977576241448748	33.46	464	0.784	0.0005	0.003211838338110182
13000	37.36	22.65326466538543	37.36	484	0.766	0.0005	0.003443793919351366
14000	36.51	22.472870310665705	38.46	513	0.748	0.0005	0.0036821855439080134
15000	40.17	26.54394657921086	40.31	536	0.73	0.0005	0.003927751249737209
16000	42.97	29.58359511621263	42.97	556	0.712	0.0005	0.004210718472798665
17000	43.05	31.8192944610656	44.07	574	0.694	0.0005	0.004495042893621657
18000	47.28	37.24649782194294	47.28	590	0.6759999999999999	0.0005	0.00476595315668318
19000	52.93	40.952229487538276	53.11	603	0.6579999999999999	0.0005	0.005033335487047832
20000	56.62	41.05819771982204	57.31	620	0.6399999999999999	0.0005	0.005312900344530741
21000	61.57	46.58588949456691	61.57	629	0.622	0.0005	0.005586683882607354
22000	64.37	48.562054116357146	65.83	648	0.604	0.0005	0.005861914952596028
23000	67.67	49.545949380347935	67.67	659	0.586	0.0005	0.006146565079689026
24000	73.73	52.35968964766693	74.07	669	0.5680000000000001	0.0005	0.00642644743124644
25000	74.37	50.443761755047575	74.83	683	0.55	0.0005	0.006691638363732232
26000	78.55	54.853144850591754	78.68	693	0.532	0.0005	0.006959368718994988
27000	82.97	58.120298519536185	82.97	700	0.514	0.0005	0.00723274376657274
