Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	23.785714285714285	14.431341082594397	-inf	42	0.982	0.0005	2.282400925954183e-05
2000	22.295454545454547	12.667208104275574	-inf	88	0.964	0.0005	0.0006892238722907172
3000	21.48	11.867164783552978	22.55	134	0.946	0.0005	0.0009616159068213569
4000	23.53	15.799655059525826	23.54	172	0.9279999999999999	0.0005	0.0012058045466740927
5000	24.99	16.626782611196912	24.99	214	0.91	0.0005	0.0014459237787458632
6000	24.49	13.122876971152323	25.39	251	0.892	0.0005	0.0016854105393091837
7000	25.83	15.918577197727187	25.86	289	0.874	0.0005	0.001924680272738139
8000	25.03	15.223307787731285	26.99	333	0.856	0.0005	0.0021678223212560016
9000	25.24	14.992077908015288	26.99	371	0.838	0.0005	0.0024236207538180883
10000	26.27	13.585915500988516	26.99	406	0.82	0.0005	0.0026779772837956747
11000	29.7	14.117719362559946	29.7	432	0.802	0.0005	0.002943984071413676
12000	32.39	18.460712337285365	32.77	460	0.784	0.0005	0.0032104136546452842
13000	36.15	19.825929990797405	36.15	485	0.766	0.0005	0.003503072659174601
14000	38.38	21.958041807046456	38.72	509	0.748	0.0005	0.0037896089421378242
15000	40.53	25.414348309567178	41.06	532	0.73	0.0005	0.004066078199280633
16000	40.91	25.13646554311087	41.78	556	0.712	0.0005	0.004347353710068597
17000	44.74	30.078437459416	44.74	572	0.694	0.0005	0.004649015731281705
18000	47.98	32.96664374788553	47.98	590	0.6759999999999999	0.0005	0.0049380842182371355
19000	51.76	37.80056084240021	51.76	604	0.6579999999999999	0.0005	0.005240939590666029
20000	56.27	40.239993787275864	56.31	619	0.6399999999999999	0.0005	0.0055487750636206735
21000	59.33	43.8607010887879	59.33	632	0.622	0.0005	0.005865262084537083
22000	64.16	47.965345823834106	64.16	644	0.604	0.0005	0.0061740024222268
23000	71.65	49.84383111278667	72.01	655	0.586	0.0005	0.00649685627884335
24000	74.49	50.6686283611467	74.49	664	0.5680000000000001	0.0005	0.006821227735943265
25000	78.32	53.04561810366621	78.32	674	0.55	0.0005	0.007142871419588725
26000	82.3	52.954980879988995	82.4	685	0.532	0.0005	0.007461664941575792
27000	83.87	53.4180971207324	84.04	700	0.514	0.0005	0.0077950555748409695
28000	87.69	54.842081470345384	88.03	707	0.4959999999999999	0.0005	0.00813426461484697
29000	93.8	57.69575374323486	94.24	714	0.478	0.0005	0.008489096760749817
30000	100.25	60.20321835251002	100.25	719	0.45999999999999996	0.0005	0.008839527699682447
31000	104.51	60.25819363372918	104.51	726	0.44199999999999995	0.0005	0.009188572433259752
32000	108.68	61.80807067042297	108.68	733	0.42399999999999993	0.0005	0.009538644419776069
33000	113.13	61.32253337884859	113.13	740	0.4059999999999999	0.0005	0.00988890442583296
34000	118.26	62.180160823207906	118.26	746	0.3879999999999999	0.0005	0.010238013002607557
35000	121.4	63.66333324606873	121.4	751	0.37	0.0005	0.010618495808707343
