Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.956521739130434	11.992672621119675	-inf	46	0.982	0.0005	2.3148987028333875e-05
2000	20.181818181818183	10.546064071552266	-inf	99	0.964	0.0005	0.0006703237692515055
3000	20.68	10.28385141860772	21.96	143	0.946	0.0005	0.00091802093717787
4000	22.18	11.837550422279097	22.18	186	0.9279999999999999	0.0005	0.001128484672970242
5000	22.66	11.25008444412752	23.37	228	0.91	0.0005	0.0013584106498294407
6000	25.65	13.177537706263639	26.08	264	0.892	0.0005	0.0015805474917093914
7000	25.44	13.95658984136168	26.08	304	0.874	0.0005	0.0018532844384511313
8000	26.47	14.94018406847787	27.54	339	0.856	0.0005	0.0021247637934154935
9000	29.85	19.733410754352633	29.85	364	0.838	0.0005	0.002379054692056444
10000	31.99	20.083572889304335	32.04	399	0.82	0.0005	0.002640178600947062
11000	32.25	19.94410940603766	33.23	429	0.802	0.0005	0.0029053955607944064
12000	30.84	17.021586295054878	33.25	461	0.784	0.0005	0.0031508731179767185
13000	33.12	17.97013077303557	33.25	490	0.766	0.0005	0.0034240048461490207
14000	33.59	20.59033511140603	34.88	517	0.748	0.0005	0.0036761107709672716
15000	36.87	22.592766541528288	36.87	537	0.73	0.0005	0.003922973871231079
16000	39.92	23.866579143228716	40.23	561	0.712	0.0005	0.004173644582430522
17000	41.01	23.839670719202477	41.84	586	0.694	0.0005	0.00441579884952969
18000	44.54	26.594518232147013	44.54	601	0.6759999999999999	0.0005	0.004689066145155165
19000	49.49	30.835854131189556	49.69	618	0.6579999999999999	0.0005	0.004976784123314751
20000	54.66	32.675746357198946	54.66	627	0.6399999999999999	0.0005	0.00525659163792928
21000	57.43	36.09993213290019	57.43	642	0.622	0.0005	0.0055217458142174615
22000	61.53	42.79706882486229	61.53	654	0.604	0.0005	0.005799535579151577
23000	66.39	42.59034984594515	66.59	671	0.586	0.0005	0.006099698874685499
24000	71.51	47.32303773005279	71.66	681	0.5680000000000001	0.0005	0.0063782707850138344
25000	75.21	48.67428376463284	76.56	694	0.55	0.0005	0.006713883214526707
26000	75.72	51.94960635077036	76.56	706	0.532	0.0005	0.007012187639872233
27000	80.25	53.615366267517004	80.25	717	0.514	0.0005	0.007287483281559415
28000	83.65	56.05289912216851	83.65	724	0.4959999999999999	0.0005	0.0075714930560853745
29000	87.13	56.93744901205181	87.13	732	0.478	0.0005	0.007852589752939012
30000	92.53	60.712676600525526	92.64	739	0.45999999999999996	0.0005	0.00813964049021403
31000	97.1	61.722524251686266	97.1	745	0.44199999999999995	0.0005	0.008419643839200337
32000	104.37	62.41068097689689	104.37	751	0.42399999999999993	0.0005	0.008705350955327353
33000	108.4	63.74668618838159	108.4	757	0.4059999999999999	0.0005	0.009001131388876173
34000	114.28	65.84012150657075	114.28	762	0.3879999999999999	0.0005	0.009323730601204765
35000	121.21	65.69007459274194	121.21	767	0.37	0.0005	0.009654854337374369
36000	127.1	65.14007982801371	127.56	773	0.352	0.0005	0.00998770382669237
37000	130.97	63.67549842757417	130.97	778	0.33399999999999996	0.0005	0.010339579847123888
38000	137.46	62.89187864899569	137.46	784	0.31599999999999995	0.0005	0.010674111511972215
39000	143.52	62.09274997936554	143.52	789	0.29799999999999993	0.0005	0.01101207004653083
40000	149.66	58.80122787833601	149.66	794	0.2799999999999999	0.0005	0.011332339445749918
41000	156.33	55.62230757528853	156.33	799	0.262	0.0005	0.011670989063051012
42000	162.51	51.243242481326256	162.51	804	0.244	0.0005	0.012028828925556607
43000	166.69	48.64436144097278	166.69	809	0.22599999999999998	0.0005	0.012398762967851426
44000	171.06	43.35200572061228	171.33	814	0.20799999999999996	0.0005	0.01274065891901652
45000	176.98	37.68128978684249	176.98	820	0.18999999999999995	0.0005	0.013063171373473273
46000	179.17	34.69208987651219	179.17	826	0.17199999999999993	0.0005	0.013436007234785292
47000	181.97	32.58387791531266	181.97	831	0.15400000000000003	0.0005	0.013771002292633056
48000	182.24	32.66990052020361	182.24	836	0.136	0.0005	0.014139078789287144
49000	187.51	22.379676047700062	187.51	841	0.118	0.0005	0.0144984327422248
50000	188.5	21.595601403989654	188.5	846	0.1	0.0005	0.014851940936512417
51000	190.72	18.135093051870452	190.72	851	0.0984	0.0005	0.01518679744667477
52000	191.54	16.126636351080776	191.77	856	0.09680000000000001	0.0005	0.015526390274365743
53000	191.36	16.131658315250792	191.77	861	0.0952	0.0005	0.015872398217519124
54000	190.74	15.982878339022669	191.77	867	0.0936	0.0005	0.016237800849808588
55000	190.72	16.435984911163676	191.77	872	0.092	0.0005	0.016586338612768384
56000	190.74	15.763641711229038	191.77	878	0.09040000000000001	0.0005	0.016956444846259223
57000	190.84	15.682295750303908	191.77	883	0.0888	0.0005	0.01731578224235111
58000	188.02	20.04593724423979	191.77	890	0.0872	0.0005	0.01766697665055593
59000	187.05	22.624930939121118	191.77	896	0.08560000000000001	0.0005	0.018024507032500373
60000	184.6	25.189680426714432	191.77	902	0.084	0.0005	0.01840178582403395
61000	180.8	31.223388669393334	191.77	909	0.0824	0.0005	0.018785148991478814
62000	175.71	39.188338826747945	191.77	917	0.08080000000000001	0.0005	0.019178022411134508
63000	175.3	39.38895784353783	191.77	923	0.0792	0.0005	0.01953784293598599
64000	172.22	43.015713408009404	191.77	930	0.0776	0.0005	0.019924267133076986
65000	169.66	43.04119422135032	191.77	936	0.07600000000000001	0.0005	0.020312022897932266
66000	167.2	42.71580503747998	191.77	942	0.07440000000000001	0.0005	0.020690422720379298
67000	166.42	42.45283971656078	191.77	948	0.0728	0.0005	0.02107573966185252
68000	164.16	42.399698112132825	191.77	954	0.07120000000000001	0.0005	0.02146323257022434
69000	163.96	42.36222845885235	191.77	959	0.06960000000000001	0.0005	0.02185912768046061
70000	163.77	42.664236779766725	191.77	965	0.068	0.0005	0.022227326432863872
71000	164.63	42.932657732779596	191.77	970	0.06640000000000001	0.0005	0.022580760187572903
72000	164.99	42.86291987254251	191.77	975	0.0648	0.0005	0.022926426728566488
73000	165.47	42.93750225618625	191.77	980	0.0632	0.0005	0.023276681701342266
74000	166.65	42.68708821177664	191.77	986	0.06160000000000001	0.0005	0.023632250560654534
75000	169.31	41.93416149155721	191.77	991	0.060000000000000005	0.0005	0.02399703621864319
76000	166.53	43.72057982232166	191.77	997	0.0584	0.0005	0.02434459533956316
77000	168.39	43.322487232383146	191.77	1003	0.0568	0.0005	0.024694944355222914
78000	169.17	40.96365584271013	191.77	1009	0.0552	0.0005	0.02503181364801195
79000	172.69	36.60210239863279	191.77	1015	0.05360000000000001	0.0005	0.02537976046403249
80000	169.4	41.43983590701102	191.77	1022	0.052000000000000005	0.0005	0.02573317633734809
81000	173.09	37.91202843425817	191.77	1028	0.05040000000000001	0.0005	0.026071762243906657
82000	172.94	40.02369798007175	191.77	1034	0.0488	0.0005	0.026411116851700677
83000	173.86	40.08167162182735	191.77	1039	0.0472	0.0005	0.026773630645540024
84000	173.28	41.67711122426793	191.77	1046	0.0456	0.0005	0.027181872063212924
85000	173.93	41.23669603641883	191.77	1051	0.04400000000000001	0.0005	0.027532757388220894
