Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
86000	172.99	42.28746741056977	191.77	1057	0.04240000000000001	0.0005	0.027887410521507262
87000	174.08	41.907918106248125	191.77	1063	0.0408	0.0005	0.02823427266544766
88000	172.9	41.70431632337353	191.77	1068	0.039200000000000006	0.0005	0.028608636591169568
89000	173.12	41.631785933346656	191.77	1074	0.0376	0.0005	0.028958511220084297
90000	172.87	41.73479483596391	191.77	1079	0.036000000000000004	0.0005	0.02930723508199056
91000	173.51	41.66473208842222	191.77	1084	0.034400000000000014	0.0005	0.029685493972566392
92000	173.38	41.60211052338571	191.77	1089	0.03280000000000001	0.0005	0.030087437960836624
93000	174.98	40.4286977282227	191.77	1094	0.031200000000000006	0.0005	0.03043512251642015
94000	174.06	39.62545141698704	191.77	1100	0.0296	0.0005	0.03079026487138536
95000	176.39	38.67063356088183	191.77	1106	0.027999999999999997	0.0005	0.03114453050825331
96000	176.62	38.70472322598368	191.77	1111	0.026400000000000007	0.0005	0.031493106815550065
97000	177.76	36.74428390920144	191.77	1116	0.024800000000000003	0.0005	0.0318427269326316
98000	181.88	30.213665782225103	191.77	1122	0.023200000000000012	0.0005	0.032192458444171484
99000	181.65	30.32404161717234	191.77	1127	0.021600000000000008	0.0005	0.03256541086567773
100000	183.42	26.507425374788852	191.77	1132	0.02	0.0005	0.03291377736462487
